,Unnamed: 0,comment_sentence,label
720,298,地方はますます左翼に支配されていく・・,1.0
208,26245,だから？,0.0
755,333,人手不足による医療機関のオーバーワークなどが起きないことを願います。,1.0
115,15180,ストマックさんは、下手すぎます,0.0
217,31083,何ら根拠ないですね,0.0
600,178,もう滅茶苦茶だ12歳からやってるのだけでも、もうこんな社会にいたくないのに,1.0
465,43,米兵は永久的に日本の飲食店利用禁止。,1.0
449,27,逆にウマ娘足出してるだけで　,1.0
742,320,思考停止＆懐古主義,1.0
480,58,発症時期や病前の社会適応、知的能力、発達特性、見込まれる支援などなど、得られる情報は沢山あり、診察時に共有できる話題が見つかることも。,1.0
220,31135,寝言？,0.0
543,121,コロナだー,1.0
670,248,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
83,11352,また嘘つくんですか？,0.0
630,208,今私立大学では「推薦入試」の名の下に、定員を満たすことに血道を上げている。,1.0
326,34092,そのような判断の責任を相手に転嫁していますが、あなたは戦争をした上での責任を取ることは出来ませんよね？,0.0
277,33915,あんたのフォローで中国の悪口を言ってるヤツがいる！,0.0
607,185,あ、それならオイラも現役いけます,1.0
693,271,何がおこつたの？,1.0
361,34237,ん～取り敢えず日本語大丈夫？,0.0
584,162,好きなものを無茶苦茶な理由で批判されて存在まで「犯罪につながる」とまで言われたら、そりゃ普通怒りますよね？,1.0
127,16278,勝手に日本人て言葉を出さないで下さい。,0.0
807,385,報道「する」自由。,1.0
62,5774,そんなこともわからんのか。,0.0
104,12957,コイツが一番めんどくさい定期,0.0
40,2309,長えんだよ妄想が。,0.0
363,34243,多くの外国人力士がいて横綱にもなっている自分の思い込みだけで印象操作、あなた自身が一番品格がないですね,0.0
93,11581,子孫達のためにもちゃんと頭で考えてくれ。,0.0
490,68,残念ながら日本の有権者の多くはそんな事何一つ理解していません。,1.0
550,128,それが出来ないから｢,1.0
159,18967,かわいそうな人達です。,0.0
348,34159,あなたのアジテーター活動のコストパフォーマンスはかなり低そう。,0.0
540,118,いつもまだまだって思わせてくれる,1.0
760,338,内輪の支持者しかいない番組なんて誰も見ないんだからさ。,1.0
54,4714,本気で言ってるのでしょうか。,0.0
699,277,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,1.0
500,78,先の衆議院選挙の結果には暗澹としました。,1.0
416,34413,経験も知識も経済力もない似非フェミが自分のお気持ちを会社にクレームとして喚き散らしている。,0.0
518,96,向こうは軽い身体障害ではあるものの、顔は可愛いし、短大を卒業、転職を繰り返しましたが今はそこそこ高給取り。,1.0
608,186,多数決は正しいとは限らないのをご存知ない？,1.0
386,34291,違う意見を受けられないのは唯我独尊で最も危険なことです,0.0
493,71,うちのまえの施設がそうですね,1.0
821,399,&gt;,1.0
818,396,これは司法試験の答案でこう書いても本当に合格できるのだろか？,1.0
576,154,解釈の仕方で変わりますよね。,1.0
272,33871,？,0.0
428,6,挙句の果てに、今朝ニュース番組で「mRNAは危険というデマがSNSで拡散されている」との報道が。,1.0
327,34094,こんな会話ありえないし、しても意味がない。,0.0
494,72,性欲を食欲に置き換えれば理解できるかな？,1.0
148,17687,自己紹介か？,0.0
291,33961,結論、人のせいにすな?,0.0
164,19973,屁理屈言うなネトウヨ。,0.0
498,76,多くの方にその内容を知って下さい。,1.0
565,143,「経済大国」を標榜するのなら国民の実態もそれに合っていなければおかしいですよね！,1.0
709,287,立憲民主主義の国である以上、当たり前のことだ。,1.0
561,139,学校ではよく使われちゃう気がしますね。,1.0
745,323,番組で使用した動画があるのだから、実際には何を言ってたのか確認できるだろうし、本人にもう一度取材して真意を確かめれば良いのに。,1.0
204,25650,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
783,361,罰を与えろ！,1.0
474,52,いくら説明しても無理それは既に治療が必要な洗脳されてる脳みそだと思います,1.0
290,33960,朝から何言ってんの？,0.0
396,34331,15年くらい認識が遅れてる。,0.0
438,16,ネトウヨが差別用語？,1.0
273,33872,何を仰りたいのか、よくわかりません。,0.0
793,371,まさに漢って感じです。,1.0
55,4722,あなたは犯罪者です！,0.0
558,136,ロンドンで、タリバンの宣伝聞くより「虎８ニュース」の方に切り替えたら・・須賀川さん・・？,1.0
579,157,どうかご自分を責めないでください,1.0
718,296,すごく、すごくすごく難しいことだよ、これは。,1.0
843,421,ちゃんと学習指導要領に沿って教えろ,1.0
799,377,寿命縮めてもいる価値ないと思ったら逃げた方がいいですね,1.0
212,29232,タグの口調が気に入らないね,0.0
196,23873,古のオタク。,0.0
654,232,普通に臭いから止めてくれですむ話だろうになぁ,1.0
773,351,だからその五輪貴族の実名を挙げてください。,1.0
811,389,こども食堂が増えてる日本、国は何をやっているのか。,1.0
315,34035,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
372,34262,数字は嘘をつかないが嘘つきは数字を使う,0.0
377,34273,あなたはヒトラーか？？？,0.0
37,2297,そりゃ奇声上げながら斧振り回してるのが見えてたら通報されるわ常識考えろ常識を,0.0
218,31108,差別者 であることを自覚してください。,0.0
339,34140,シツコサでは「きっこ」の方が200％しつこいのに本人だけが気が付かない認知症加減が草,0.0
194,23854,普段、根拠やデータを気にしてないからこう受け止めちゃうんでしょうね,0.0
282,33933,なんで海乱鬼って年中イキり散らしているわりには、物の考え方がこんなに弱々しいのだろうな。,0.0
798,376,だからそういう名前を名乗ってるのですか？,1.0
384,34289,左翼と同じ煽り。,0.0
628,206,日本は天国。,1.0
247,33749,お　ま　え　が　い　う　な,0.0
423,1,だって「ダメなことはダメって言う」,1.0
789,367,思い込みと偏見による先入観、たいへん失礼いたしました。,1.0
812,390,まず主語がデカいと言いながら貴方の「ジェンダー問題を叫ぶ女たち」もまた、十分に主語がデカい。,1.0
65,7453,その実例を挙げて説明されたい。,0.0
527,105,「投資はギャンブル」って投資に無知な人のセリフですよね。,1.0
121,16126,正直一つ前のツイートの一行目からギョッとしたけど、まぁ男なんてこんなもんだよな。,0.0
815,393,そんな事あるの？,1.0
781,359,余裕で。,1.0
817,395,これは本当に今からでもいいからやめてほしい。,1.0
813,391,賛成(-o-)/,1.0
605,183,仰る通りです。,1.0
677,255,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
489,67,いいわけはいいから絞首刑にして欲しい。,1.0
544,122,「悪いことしない人」は「悪いことする人」や「悪いことする人を見て見ぬふりする人」から外れた「弱いもの」になって「弱いものいじめ」されるもの。,1.0
780,358,今の日本の衰退の一端は、欧米式の成果主義を中途半端に導入した企業のせい。,1.0
686,264,その人の体とその人の人生なので。,1.0
594,172,ある創作物で世の中全ての人の尊厳が傷つくならともかく世に出てるものは受け手によって創作物への評価が分かれるものだろ。,1.0
507,85,反コロナワクチンのわたしでも、牛乳の件（そもそも悪玉論的なやつとか・政府がごり押しとか？）はついていけない。,1.0
439,17,法律作って掠め取る、きたない放送局め。,1.0
48,2638,ちょっと意味不明すぎて話が見えませんね。,0.0
702,280,ふむ…＞,1.0
750,328,「G7で最も厳しい」という成果,1.0
514,92,実情がバレるまでポルポトを擁護したり文革を礼賛してた連中と同根でしょうねえ・・・,1.0
263,33848,だから何？,0.0
723,301,単なる日本の文化破壊にしか思えません。,1.0
761,339,手厚くするからラッキー！,1.0
822,400,この一点に、岸田流鎖国の実像が凝縮されている。,1.0
308,34008,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
751,329,日本で一番まともな民放と思われるテレ東の唯一の問題点は、パックンと池上を重用することですね。,1.0
157,18625,それとも、もしかして、貴方、日本語が母国語ではない外国の方ですか？,0.0
792,370,キョトン ( '-' )？,1.0
415,34397,さすがネトウヨと言いたくなるくらいおバカさんだな。,0.0
126,16276,日本語わかりますか？,0.0
351,34181,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
70,9910,つーかお前の方が遥かに胡散臭いわ(嘲),0.0
691,269,下層階級も知らないんだよ。,1.0
418,34417,いいえ、このような著作や講演会をされている時点で全く説得力ないです。,0.0
301,33999,どう考えても今の発言は差別です。,0.0
12,1049,たったの一行で全部間違ってて草,0.0
28,2283,フェミニズムをおかしな宗教みたいにした連中のうちの一人が何言ってんだろう？,0.0
173,20827,このツイートは絶望感に間違い。,0.0
840,418,私たちの絶望は、私たちだけの絶望,1.0
841,419,そもそもなんで夫が元暴力団の人間だと首相の臨時代理順位2位になっちゃいけないんですか？,1.0
257,33809,「歴史修正主義者は嫌い」って書いてあるから自分の事嫌いなんだね,0.0
100,12884,アンタの方が胡散臭い,0.0
762,340,ソロスとゲイツが買収した検査会社の方法。,1.0
771,349,そういえば、小さい頃に親から「テレビばかり見るとバカになるよ」と言われたっけ。,1.0
98,12882,あなた方の大好きな差別、反日活動の邪魔になるとはいえ、言葉は選ぶことです,0.0
2,697,キミが更迭だな。,0.0
675,253,いや今年大問題なのは給湯器でしょうよ...,1.0
120,16001,クソオス,0.0
362,34241,いちゃもんつけるネタがついに大相撲にまで及んできましたね、そんなにあなたの周りのことがあなたの思い通りになる事はありえないんですよ。,0.0
767,345,これに対して経済評論家の渡邉哲也は「人殺し！見捨てるのか？」というスローガンを掲げていた。,1.0
105,12958,おお…まるでレイシストだな。,0.0
644,222,僕はタバコ大嫌いだよ,1.0
442,20,ﾅﾆｶﾞﾜﾙｲﾉｶ,1.0
87,11366,ご覧の皆さんに注釈を残すと、この発言内容はデマです。,0.0
444,22,そして、フェミニズムは皆がどう捉えようが優しさをもって寄り添うでしょう。,1.0
243,33738,私にはサッパリわかりません。,0.0
431,9,むしろ、日本共産党でさえリベラルに傾いていると思うけどね。,1.0
573,151,ほんとたくさんの学びをありがとうございました,1.0
636,214,年の瀬に、誰しもが思ってる事をツイートする？,1.0
435,13,太陽光発電、風力発電だけでは無理だな。,1.0
216,30085,この様な、印象操作は如何なものかと思います,0.0
276,33901,ほんとやかましい。,0.0
704,282,れいわ新選組は「ピンクの共産党」という別名があるようですがその通りだと思います。,1.0
775,353,別に勝利は求めてないかな。,1.0
413,34366,さすがにご冗談ですよね？,0.0
417,34414,本気で言ってるん？,0.0
345,34151,ハッシュタグなんて哲ちゃんにはまだ無理だからおとなしくしてなさい,0.0
35,2294,このクズ,0.0
504,82,婚姻中に築いた財産は、夫婦の共有財産で、婚姻関係がいつからなのかが重要であって、名字は無関係。,1.0
8,934,バカなのか？,0.0
137,16331,寝言は寝てry,0.0
134,16328,は？,0.0
242,33736,共感してくれる人としか話したく無いと言う事なんだろうけど、何かを発信したい人なの？,0.0
267,33855,こういうこと言う人、戦後の経済を支えてきた人の気持ちなんて理解しようともしてないんだろうな。,0.0
569,147,こういう人こそ最弱オミクロンへの過剰な対策による経済疲弊を批判してほしいね。,1.0
329,34100,バイオテロとは言い過ぎです,0.0
195,23857,有効な反論が出来ないから性犯罪予備軍などとレッテル貼って話をずらそうとしてるんですね,0.0
258,33810,ねえ、もう少し勉強してから、考えてからツイートしない？,0.0
108,13148,夢はオフトゥンの中でどうぞ,0.0
778,356,何度も繰り返すけど、女性が「女が胸を晒して路上を歩いて何が悪い」というのがフェミニズム。,1.0
285,33953,おんなじような事を年中呟いてるけど、要はボキャ貧なんだなw,0.0
589,167,米日が関係してるなどという話はありませんね。,1.0
46,2618,具体的にどういった問題が起こるのか提示も出来ないなら、お前も幼稚であることに変わりがないのだから、自分で言っていることを体現しているとしか言えないと思うんだが…。,0.0
256,33799,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
303,34003,根拠ない邪推でワロタｗ,0.0
803,381,きっちりとアタマに叩き込んでおこう。,1.0
464,42,単に攻撃を受けているのがそちらだから全力で守ってるだけ。,1.0
43,2380,人として筋を通すことから始めた方がいいと思う。,0.0
72,10405,0点,0.0
376,34266,真剣にとりくむ人はこんな方向性不明の書き方はしない。,0.0
560,138,いつも情報をありがとうございます,1.0
779,357,ディズニーとハリウッドは今もC国に汚染されてるのか,1.0
726,304,ってより「フェミニストの化けの皮が剥がれた」かと,1.0
667,245,伝統と言うか因習ね。,1.0
462,40,ほっとけば勝手に積み立ててくれるのに。,1.0
473,51,これを反貧困運動と断じて広めるのは反人権的です。,1.0
135,16329,ちゃんと裏付けとりましょね,0.0
281,33926,東大京大に入った人は普通に本読んでるし、そもそもこの人のIDが頭悪すぎる。,0.0
764,342,真の右翼は国民国土国益を守る事を第一に考えるから戦争を回避することを第一とします。,1.0
82,11349,寝言は寝て言え。,0.0
192,23814,よく考えてよ。,0.0
729,307,差別と言う言葉で、国民の言論の自由を奪う左翼。,1.0
577,155,これ自己責任ですか？,1.0
223,32100,どんどん品性落ちますよ,0.0
730,308,それを言わずに話を違う方向に持っていNHK、すぐに騙される国民。,1.0
353,34196,だから？,0.0
85,11364,今後もこのような卑劣な歴史修正には断固として立ち向かう。,0.0
567,145,野田さんは事実無根だと言ってますが、元暴力団員が事実という証拠はどこにありますか？,1.0
279,33924,誰のことを言ってるのだろう？,0.0
142,17231,偏見。,0.0
701,279,何もかも給付も、差別マスクもガスマスク配布しないどう考えても#コロナもゴミクロンも弱毒#差別日本政腐,1.0
131,16303,多くの日本人が望んでいるなら実現しているはずなので、ソースも無しにウソは言わないでください。,0.0
580,158,ワクチンがなかった頃とワクチンのある今何か状況は変わりましたか？,1.0
791,369,そんなで知名度あげ,1.0
305,34005,まーた架空のオタク像を捏造してそれを叩くなぞの行動か(*´∀｀*)お前オタクへの依存症よな(笑),0.0
421,34432,いやいや、いつも主語がデカいのはあんたらクソフェミだから,0.0
182,22307,他人の表現の自由への侵略や,0.0
378,34274,やってること全てヒトラーにそっくりwwww,0.0
228,33651,2行目ですでに意味がわからない。,0.0
652,230,まあ、共産主義なんて世界中で虐殺を引き起こして来たわけだしな。,1.0
287,33955,それは価値観の押し付けだと思いませんか？,0.0
399,34334,またデマ?,0.0
467,45,南アフリカでコロナワクチン打つか悩むって言ってる人は「私には学がないから何を信じていいから判断しあぐねてる」って言ってて格差って大変だなって思ったけどアメリカは会話にすらならない。,1.0
599,177,まともな医師はいたただ利益優先強欲の医師免許持つ奴の声が大きすぎた最初の東京都のコロナ死者の発表は平均年齢70歳超えの基礎疾患ありの男性ばかりだったよな,1.0
643,221,出せとか乱暴な言葉はやめませんか？,1.0
802,380,元より公正な報道とはとても思えなかったので出演してる方々,1.0
787,365,あと、Twitterのアイコンに（自分が作ったものではない）,1.0
457,35,政治に関しては楽な選択してるかも,1.0
682,260,負の遺産多数,1.0
678,256,沸点の低い人ほど多様性文化だ,1.0
76,11336,お前らがやってるのはスターリンや毛沢東と一緒！,0.0
97,11745,詐欺をして楽しいですか？,0.0
768,346,これはだれ？,1.0
758,336,間違いなく参議院選挙は危険水域にアメリカも観ている。,1.0
18,1283,なんか、哀れだな。,0.0
171,20802,言葉の重さを知らないね。,0.0
340,34144,格差とか言い出して何が言いたいんだろ…,0.0
21,1732,ただネタとして見る分には面白いです,0.0
92,11396,歴史修正乙,0.0
658,236,昨日からTwitter始めました、とうまです！,1.0
57,4740,何言っちゃってるんすか？,0.0
299,33988,すぐ嘘を、しかもすぐにバレる嘘を付くからお前ら支持されねえのよ,0.0
408,34359,半年前に言えよ･･･アホなの？(笑),0.0
602,180,こっちが本気になると「ジョークだ」と言ってごまかそうとする,1.0
236,33705,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
503,81, おはようございます,1.0
548,126,そこに低収入がプラスされるとどうにもならなくなります。,1.0
649,227,逆にその事のアンテナがビビって動いて聞いたり見たりで・・・。,1.0
38,2300,口論してたら突然吐く人も怖い。,0.0
331,34103,これほど頭固いとは。,0.0
532,110,金がない人はレイプするでしょうね？,1.0
158,18641,社会を掻き回すのやめてほしいわ,0.0
638,216,保○所勤務で振り回されてバカらしいもう、この職場辞めます。,1.0
616,194,何でもかんでも結局最後に一律給付にする当たり一律給付信仰でもしているのは？,1.0
496,74,ろくでなし子(@6d745)さん や 柴田英里(@erishibata)さん,1.0
650,228,今のままでいいんだ、行け！,1.0
335,34136,品位のカケラも無いお言葉ですね......軽蔑します,0.0
260,33812,こんなバ看護師が居るから、いつまで経っても看護師の地位が上がらねえんだよ(=_=),0.0
826,404,あげよ我々に向けての鼓舞ととらえてもおとなしくなった某野党への鼓舞ととらえても,1.0
632,210,学歴じゃないと言うなら、大学名なんか出す必要なくないですか？,1.0
571,149,あちら側は、極端に変態も多いですしね。,1.0
373,34263,世迷い言,0.0
534,112,正しい行動があってこそ結果も出せますね,1.0
63,6746,それをただ単に右左で語ってしまう議論が稚拙だなと思います。,0.0
820,398,ぼくもその一端を担っていた。,1.0
487,65,その格差を現段階では個々が埋めて行き助け合える世の中にしないとだよね。,1.0
640,218,日本はそんな女性の国じゃないぞ。,1.0
448,26,道理ですね,1.0
437,15,わざとやってる気もします。,1.0
61,5549,誤魔化さないよう。,0.0
210,26598,他人と比べても何にもならないやっぱジジイのクセにガキなんだなw,0.0
700,278,正解,1.0
753,331,打った人は口を揃えて言います。,1.0
313,34027,こういうデマを流す人も乗っかる人も通報ね,0.0
665,243,ツイッターは、関心があるテーマしか表示しないから、政治に無関心な層と交わることはない。,1.0
422,0,てか子供が可哀想です。,1.0
425,3,何でいちいち悪い評価の人に合わせなきゃいけないんだよ(笑),1.0
468,46,はたしてそうかな,1.0
627,205,本当に高校生当事者からの切実な声なの…？,1.0
517,95,なるほどな。,1.0
250,33768,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
409,34361,ぶっちゃけ一方の考え方しかできないあんたが弁護士名乗ってる方が胡散臭いわ,0.0
637,215,関関同立レベルで５割～６割は「推薦」で入学している。,1.0
153,18463,人は信じたい事しか信じない、の典型ですね…。,0.0
410,34362,あなたのようなレイシストにはうさんくさいのですか？,0.0
232,33680,ミソジニー丸出しツイートをする未婚男性が女性に好かれるとでも思っているのかな？,0.0
806,384,個人的にも痛感してます！,1.0
328,34099,間違った情報を垂れ流すなよ。,0.0
601,179,中国で余った太陽光パネルを売付けられる緑のタヌキ！,1.0
143,17232,そのように印象操作して一部の金目教の人間が得する社会は間違っています。,0.0
84,11353,歴史修正乙,0.0
734,312,上智の８割は知らないが、私大は底辺大学ほど100％に近い「推薦」となる。,1.0
203,25641,まぁ、貴方は次もないと思いますが。,0.0
350,34178,議論をする上で大事な事はデマや事実の基づかない物、エビデンスが十分でない物、などを省きながら質の高い、また、広い視野での議論が尽くされるとより良い方向に向かうと思います。,0.0
613,191,世間の人って御馬鹿さんなんだね、少しでも調べたらわかるよ？,1.0
398,34333,アンタ、もしかして別の世界線から来たのかい？ｗ,0.0
382,34287,応援してたのに残念逆にこういうツイートに騙されないようにしよう,0.0
278,33922,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
268,33856,日本を悪い国だと思ってる人の筆頭はあなたでしょう。,0.0
759,337,パヨクだけがマトモ！,1.0
251,33774,大きな勘違い。,0.0
354,34197,あなたは負け組です,0.0
427,5,というかこの議論に学歴うんぬん関係ありますか？,1.0
581,159,別姓が良いなら婚姻届出さずに同居でいいでしょ？,1.0
